ElementId,Category,FamilyAndType,Mark,LocationType,Model_X_ft,Model_Y_ft,Model_Z_ft,Tag_U_ft,Tag_V_ft,ViewLocal_U_ft,ViewLocal_V_ft,BBox_Min_X,BBox_Min_Y,BBox_Max_X,BBox_Max_Y
607581,Cameras,Camera fr Above (Realistic) wo Point Cloud,,BBoxCenter,-6.9153,-23.1752,56.2019,-6.9153,-23.1752,-6.9153,-23.1752,-141.4755,-151.2601,127.6448,104.9097
619340,Walls,"Exterior - 13 5/8"" Rainscreen (Two Sides) w Insultation on Metal Stud",,CurveMidpt,-110.9323,9.1581,-5.9167,-110.9323,9.1581,-110.9323,9.1581,-111.5000,-0.1681,-110.3646,18.7083
619404,Walls,"Core - Concrete 12""",,CurveMidpt,-105.5625,43.2500,-5.9167,-105.5625,43.2500,-105.5625,43.2500,-111.5000,42.7500,-99.6250,43.7500
619550,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud (Alley)",,CurveMidpt,67.4207,3.2773,0.0000,67.4207,3.2773,67.4207,3.2773,63.1901,-24.9650,71.6514,31.5195
621689,Multistory Stairs,Multistory Stairs,,BBoxCenter,-104.8125,33.6979,6.7083,-104.8125,33.6979,-104.8125,33.6979,-109.5000,25.1875,-100.1250,42.2083
622037,Stairs,Stair,,BBoxCenter,-104.8125,33.6979,1.2092,-104.8125,33.6979,-104.8125,33.6979,-109.0000,25.6875,-100.6250,41.7083
622038,Runs,"1/4"" Tread 1"" Nosing 1/4"" Riser",,BBoxCenter,-107.1458,31.2412,1.0833,-107.1458,31.2412,-107.1458,31.2412,-108.9792,25.6875,-105.3125,36.7950
622040,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-108.9896,31.3096,1.0833,-108.9896,31.3096,-108.9896,31.3096,-109.0000,25.6875,-108.9792,36.9317
622041,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-105.3021,31.3096,1.0833,-105.3021,31.3096,-105.3021,31.3096,-105.3125,25.6875,-105.2917,36.9317
622042,Runs,"1/4"" Tread 1"" Nosing 1/4"" Riser",,BBoxCenter,-102.4792,30.6754,1.0833,-102.4792,30.6754,-102.4792,30.6754,-104.3125,25.5800,-100.6458,35.7708
622044,Landings,Non-Monolithic Landing,,BBoxCenter,-104.8125,38.6754,1.0833,-104.8125,38.6754,-104.8125,38.6754,-108.9792,35.6633,-100.6458,41.6875
622046,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-100.6354,31.2060,1.2092,-100.6354,31.2060,-100.6354,31.2060,-100.6458,25.6875,-100.6250,36.7246
622047,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-104.3229,31.2060,1.2092,-104.3229,31.2060,-104.3229,31.2060,-104.3333,25.6875,-104.3125,36.7246
622048,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-100.6354,38.7396,1.0833,-100.6354,38.7396,-100.6354,38.7396,-100.6458,35.7708,-100.6250,41.7083
622049,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-104.8125,41.6979,1.0833,-104.8125,41.6979,-104.8125,41.6979,-109.0000,41.6875,-100.6250,41.7083
622050,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-108.9896,39.1794,1.0833,-108.9896,39.1794,-108.9896,39.1794,-109.0000,36.6504,-108.9792,41.7083
622051,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-105.3021,37.1690,1.0833,-105.3021,37.1690,-105.3021,37.1690,-105.3125,36.6504,-105.2917,37.6875
622054,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-104.8125,37.6771,1.0833,-104.8125,37.6771,-104.8125,37.6771,-105.3125,37.6667,-104.3125,37.6875
622055,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-104.3229,36.7292,1.0833,-104.3229,36.7292,-104.3229,36.7292,-104.3333,35.7708,-104.3125,37.6875
622056,Railings,_IBC-Pipe-Plate Stringer (Extension None),,BBoxCenter,-104.8125,31.2135,3.4102,-104.8125,31.2135,-104.8125,31.2135,-105.5521,24.5000,-104.0729,37.9271
622060,Railings,Pipe-Wall Mount,,BBoxCenter,-108.9896,30.7292,4.3125,-108.9896,30.7292,-108.9896,30.7292,-109.7256,23.5208,-108.2535,37.9375
622074,Top Rails,"_IBC-Circular - 1 1/2"" (Extension None)",,BBoxCenter,-104.8125,31.1302,4.3542,-104.8125,31.1302,-104.8125,31.1302,-105.3646,24.5208,-104.2604,37.7396
622095,Handrails,"_IBC-Bottom Rail Circular - 1 1/2""",,BBoxCenter,-104.8125,31.1198,3.0495,-104.8125,31.1198,-104.8125,31.1198,-105.3646,24.5000,-104.2604,37.7396
622114,Handrails,"_IBC-Handrail Circular - 1 1/2"" (Extension None)",,BBoxCenter,-104.8125,31.2240,3.8542,-104.8125,31.2240,-104.8125,31.2240,-105.5521,24.5208,-104.0729,37.9271
622384,Stairs,Stair,,BBoxCenter,-104.8125,33.6979,13.4583,-104.8125,33.6979,-104.8125,33.6979,-109.0000,25.6875,-100.6250,41.7083
622385,Runs,"1/4"" Tread 1"" Nosing 1/4"" Riser",,BBoxCenter,-107.1458,30.3248,13.4583,-107.1458,30.3248,-107.1458,30.3248,-108.9792,25.6875,-105.3125,34.9622
622387,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-108.9896,30.3278,13.4583,-108.9896,30.3278,-108.9896,30.3278,-109.0000,25.6875,-108.9792,34.9680
622388,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-105.3021,30.3278,13.4583,-105.3021,30.3278,-105.3021,30.3278,-105.3125,25.6875,-105.2917,34.9680
622389,Runs,"1/4"" Tread 1"" Nosing 1/4"" Riser",,BBoxCenter,-102.4792,30.2168,13.4583,-102.4792,30.2168,-102.4792,30.2168,-104.3125,25.5795,-100.6458,34.8542
622391,Landings,Non-Monolithic Landing,,BBoxCenter,-104.8125,38.2168,13.4583,-104.8125,38.2168,-104.8125,38.2168,-108.9792,34.7461,-100.6458,41.6875
622393,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-100.6354,30.7972,13.6092,-100.6354,30.7972,-100.6354,30.7972,-100.6458,25.6875,-100.6250,35.9068
622394,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-104.3229,30.7972,13.6092,-104.3229,30.7972,-104.3229,30.7972,-104.3333,25.6875,-104.3125,35.9068
622395,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-100.6354,38.2813,13.4583,-100.6354,38.2813,-100.6354,38.2813,-100.6458,34.8542,-100.6250,41.7083
622396,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-104.8125,41.6979,13.4583,-104.8125,41.6979,-104.8125,41.6979,-109.0000,41.6875,-100.6250,41.7083
622397,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-108.9896,38.2132,13.4583,-108.9896,38.2132,-108.9896,38.2132,-109.0000,34.7182,-108.9792,41.7083
622398,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-105.3021,35.7028,13.4583,-105.3021,35.7028,-105.3021,35.7028,-105.3125,34.7182,-105.2917,36.6875
622401,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-104.8125,36.6771,13.4583,-104.8125,36.6771,-104.8125,36.6771,-105.3125,36.6667,-104.3125,36.6875
622402,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,-104.3229,35.7708,13.4583,-104.3229,35.7708,-104.3229,35.7708,-104.3333,34.8542,-104.3125,36.6875
622403,Railings,_IBC-Pipe-Plate Stringer (Extension None),,BBoxCenter,-104.8125,30.7135,15.4518,-104.8125,30.7135,-104.8125,30.7135,-105.5521,24.5000,-104.0729,36.9271
622407,Railings,Pipe-Wall Mount,,BBoxCenter,-108.9896,29.8125,13.4167,-108.9896,29.8125,-108.9896,29.8125,-109.7256,23.5208,-108.2535,36.1042
622421,Top Rails,"_IBC-Circular - 1 1/2"" (Extension None)",,BBoxCenter,-105.3021,29.6691,14.0319,-105.3021,29.6691,-105.3021,29.6691,-105.3646,24.5208,-105.2396,34.8174
622442,Handrails,"_IBC-Bottom Rail Circular - 1 1/2""",,BBoxCenter,-105.3021,29.6587,11.4772,-105.3021,29.6587,-105.3021,29.6587,-105.3646,24.5000,-105.2396,34.8174
622461,Handrails,"_IBC-Handrail Circular - 1 1/2"" (Extension None)",,BBoxCenter,-105.4896,29.6691,13.5319,-105.4896,29.6691,-105.4896,29.6691,-105.5521,24.5208,-105.4271,34.8174
629050,Railings,_IBC-Pipe-Plate Stringer (Extension None),,BBoxCenter,-104.8125,24.5729,10.0768,-104.8125,24.5729,-104.8125,24.5729,-105.5521,23.6875,-104.0729,25.4583
629055,Top Rails,"_IBC-Circular - 1 1/2"" (Extension None)",,BBoxCenter,-104.8125,24.6563,11.3542,-104.8125,24.6563,-104.8125,24.6563,-105.3646,23.8750,-104.2604,25.4375
629070,Handrails,"_IBC-Bottom Rail Circular - 1 1/2""",,BBoxCenter,-104.8125,24.6563,8.7995,-104.8125,24.6563,-104.8125,24.6563,-105.3646,23.8750,-104.2604,25.4375
629085,Handrails,"_IBC-Handrail Circular - 1 1/2"" (Extension None)",,BBoxCenter,-104.8125,24.5625,10.8542,-104.8125,24.5625,-104.8125,24.5625,-105.5521,23.6875,-104.0729,25.4375
629100,Supports,"2'-8"" Picket",,Point,-104.3229,25.4375,8.7370,-104.3229,25.4375,-104.3229,25.4375,-104.3437,25.4167,-104.3021,25.4583
629101,Supports,"2'-8"" Picket",,Point,-104.3229,25.1131,8.7370,-104.3229,25.1131,-104.3229,25.1131,-104.3437,25.0923,-104.3021,25.1340
629102,Supports,"2'-8"" Picket",,Point,-104.3229,24.7887,8.7370,-104.3229,24.7887,-104.3229,24.7887,-104.3437,24.7679,-104.3021,24.8096
629103,Supports,"2'-8"" Picket",,Point,-104.3229,24.4644,8.7370,-104.3229,24.4644,-104.3229,24.4644,-104.3437,24.4435,-104.3021,24.4852
629104,Supports,"2'-8"" Picket",,Point,-104.3229,24.1400,8.7370,-104.3229,24.1400,-104.3229,24.1400,-104.3437,24.1191,-104.3021,24.1608
629105,Supports,"2'-8"" Picket",,Point,-104.5164,23.9375,8.7370,-104.5164,23.9375,-104.5164,23.9375,-104.5372,23.9167,-104.4955,23.9583
629106,Supports,"2'-8"" Picket",,Point,-104.8407,23.9375,8.7370,-104.8407,23.9375,-104.8407,23.9375,-104.8616,23.9167,-104.8199,23.9583
629107,Supports,"2'-8"" Picket",,Point,-105.1650,23.9401,8.7370,-105.1650,23.9401,-105.1650,23.9401,-105.1892,23.9159,-105.1408,23.9643
629108,Supports,"2'-8"" Picket",,Point,-105.3021,24.1965,8.7370,-105.3021,24.1965,-105.3021,24.1965,-105.3229,24.1756,-105.2813,24.2173
630692,Floors,Stair Landing Steel Plate,,BBoxCenter,-104.8125,22.7604,8.0729,-104.8125,22.7604,-104.8125,22.7604,-108.9792,19.7292,-100.6458,25.7917
630701,Slab Edges,_Stair Landing Plate Stringer,,BBoxCenter,-103.3229,23.1972,9.2083,-103.3229,23.1972,-103.3229,23.1972,-109.0000,19.7083,-97.6458,26.6860
630930,Walls,"Chase - GWB & Metal Stud 4 1/4""",,CurveMidpt,-109.1771,31.2292,-16.9167,-109.1771,31.2292,-109.1771,31.2292,-109.3542,19.2083,-109.0000,43.2500
660279,Railings,_IBC-Pipe-Plate Stringer (Extension None),,BBoxCenter,45.9375,-2.4063,10.0768,45.9375,-2.4063,45.9375,-2.4063,45.1979,-2.7917,46.6771,-2.0208
660284,Top Rails,"_IBC-Circular - 1 1/2"" (Extension None)",,BBoxCenter,45.9375,-2.4896,11.3542,45.9375,-2.4896,45.9375,-2.4896,45.3854,-2.7708,46.4896,-2.2083
660299,Handrails,"_IBC-Bottom Rail Circular - 1 1/2""",,BBoxCenter,45.9375,-2.4896,8.7995,45.9375,-2.4896,45.9375,-2.4896,45.3854,-2.7708,46.4896,-2.2083
660314,Handrails,"_IBC-Handrail Circular - 1 1/2"" (Extension None)",,BBoxCenter,45.9375,-2.3958,10.8542,45.9375,-2.3958,45.9375,-2.3958,45.1979,-2.7708,46.6771,-2.0208
660330,Supports,"2'-8"" Picket",,Point,45.4479,-2.4648,8.7370,45.4479,-2.4648,45.4479,-2.4648,45.4271,-2.4857,45.4687,-2.4440
660331,Supports,"2'-8"" Picket",,Point,45.6315,-2.2708,8.7370,45.6315,-2.2708,45.6315,-2.2708,45.6107,-2.2917,45.6523,-2.2500
660332,Supports,"2'-8"" Picket",,Point,45.9375,-2.2708,8.7370,45.9375,-2.2708,45.9375,-2.2708,45.9167,-2.2917,45.9583,-2.2500
660333,Supports,"2'-8"" Picket",,Point,46.2435,-2.2708,8.7370,46.2435,-2.2708,46.2435,-2.2708,46.2227,-2.2917,46.2643,-2.2500
660334,Supports,"2'-8"" Picket",,Point,46.4271,-2.4648,8.7370,46.4271,-2.4648,46.4271,-2.4648,46.4063,-2.4857,46.4479,-2.4440
660335,Supports,"2'-8"" Picket",,Point,46.4271,-2.7708,8.7370,46.4271,-2.7708,46.4271,-2.7708,46.4063,-2.7917,46.4479,-2.7500
660428,Doors,"36"" x 84"" (180 MIN)",S32,Point,43.8927,2.3750,8.0833,43.8927,2.3750,43.8927,2.3750,42.1635,-1.0417,45.5594,2.9167
674522,Walls,"Core - Concrete 12""",,CurveMidpt,-100.1250,30.7161,-5.9167,-100.1250,30.7161,-100.1250,30.7161,-100.6250,18.7083,-99.6250,42.2240
674794,Walls,"Core - Concrete 12""",,CurveMidpt,-105.5625,19.2083,-5.9167,-105.5625,19.2083,-105.5625,19.2083,-111.5000,18.7083,-100.1250,19.7083
677683,Views,Longitudinal Section,,BBoxCenter,-19.1588,5.5004,9.5000,-19.1588,5.5004,-19.1588,5.5004,-122.4339,2.4224,84.1162,8.5784
678407,Walls,"Core - Concrete 10""",,CurveMidpt,3.5000,23.7370,-3.4583,3.5000,23.7370,3.5000,23.7370,3.0833,18.8750,3.9167,28.1823
684173,Walls,"Core - Concrete 12""",,CurveMidpt,50.6250,-11.8750,0.0000,50.6250,-11.8750,50.6250,-11.8750,50.1250,-26.1250,51.1250,2.3750
685081,Walls,"Party - 6 1/8"" (2-hr)",,CurveMidpt,-20.2500,25.6146,8.0833,-20.2500,25.6146,-20.2500,25.6146,-20.7396,9.0052,-19.7604,42.2240
686974,Walls,"Chase - GWB & Metal Stud 6 5/8""",,CurveMidpt,42.2144,-30.1941,0.0000,42.2144,-30.1941,42.2144,-30.1941,41.2414,-30.5911,43.3753,-29.7628
687063,Walls,"Core - Concrete 12""",,CurveMidpt,45.9375,-26.1250,0.0000,45.9375,-26.1250,45.9375,-26.1250,40.7500,-26.6250,51.1250,-25.6250
687200,Walls,"Exterior - 5 3/8"" Rainscreen w Insultation (for Concrete Core Walls)",,CurveMidpt,43.1514,-28.0979,0.0000,43.1514,-28.0979,43.1514,-28.0979,42.9274,-30.0707,43.3753,-26.1250
695423,Stairs,Stair,,BBoxCenter,43.6042,-8.9792,4.2272,43.6042,-8.9792,43.6042,-8.9792,41.7500,-14.9375,45.4583,-3.0208
695462,Runs,"1/4"" Tread 1"" Nosing 1/4"" Riser",,BBoxCenter,43.6042,-8.9254,4.1042,43.6042,-8.9254,43.6042,-8.9254,41.7708,-14.9375,45.4375,-2.9134
695464,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,41.7604,-8.9792,4.2272,41.7604,-8.9792,41.7604,-8.9792,41.7500,-14.9375,41.7708,-3.0208
695465,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,45.4479,-8.9792,4.2272,45.4479,-8.9792,45.4479,-8.9792,45.4375,-14.9375,45.4583,-3.0208
695514,Railings,_IBC-Pipe-Plate Stringer (Extension None),,BBoxCenter,45.3542,-9.4375,6.4310,45.3542,-9.4375,45.3542,-9.4375,45.1979,-16.1250,45.5104,-2.7500
695518,Railings,Pipe-Wall Mount,,BBoxCenter,41.7604,-9.4375,7.3333,41.7604,-9.4375,41.7604,-9.4375,41.0244,-17.1042,42.4965,-1.7708
695524,Top Rails,"_IBC-Circular - 1 1/2"" (Extension None)",,BBoxCenter,45.4479,-9.4375,7.3750,45.4479,-9.4375,45.4479,-9.4375,45.3854,-16.1042,45.5104,-2.7708
695540,Handrails,"_IBC-Bottom Rail Circular - 1 1/2""",,BBoxCenter,45.4479,-9.4375,4.8203,45.4479,-9.4375,45.4479,-9.4375,45.3854,-16.1042,45.5104,-2.7708
695554,Handrails,"_IBC-Handrail Circular - 1 1/2"" (Extension None)",,BBoxCenter,45.2604,-9.4375,6.8750,45.2604,-9.4375,45.2604,-9.4375,45.1979,-16.1042,45.3229,-2.7708
695586,Handrails,Pipe - Wall Mount,,BBoxCenter,41.8854,-9.4375,6.8750,41.8854,-9.4375,41.8854,-9.4375,41.7604,-17.1042,42.0104,-1.7708
695644,Supports,"2'-8"" Picket",,Point,45.4479,-8.1685,5.5448,45.4479,-8.1685,45.4479,-8.1685,45.4271,-8.1893,45.4687,-8.1477
695645,Supports,"2'-8"" Picket",,Point,45.4479,-7.8865,5.7196,45.4479,-7.8865,45.4479,-7.8865,45.4271,-7.9073,45.4687,-7.8657
695646,Supports,"2'-8"" Picket",,Point,45.4479,-7.6045,5.8945,45.4479,-7.6045,45.4479,-7.6045,45.4271,-7.6253,45.4687,-7.5837
695647,Supports,"2'-8"" Picket",,Point,45.4479,-7.3225,6.0694,45.4479,-7.3225,45.4479,-7.3225,45.4271,-7.3433,45.4687,-7.3017
695648,Supports,"2'-8"" Picket",,Point,45.4479,-7.0405,6.2443,45.4479,-7.0405,45.4479,-7.0405,45.4271,-7.0613,45.4687,-7.0196
695649,Supports,"2'-8"" Picket",,Point,45.4479,-6.7585,6.4192,45.4479,-6.7585,45.4479,-6.7585,45.4271,-6.7793,45.4687,-6.7376
695650,Supports,"2'-8"" Picket",,Point,45.4479,-6.4765,6.5940,45.4479,-6.4765,45.4479,-6.4765,45.4271,-6.4973,45.4687,-6.4556
695651,Supports,"2'-8"" Picket",,Point,45.4479,-6.1945,6.7689,45.4479,-6.1945,45.4479,-6.1945,45.4271,-6.2153,45.4687,-6.1736
695652,Supports,"2'-8"" Picket",,Point,45.4479,-5.9125,6.9438,45.4479,-5.9125,45.4479,-5.9125,45.4271,-5.9333,45.4687,-5.8916
695653,Supports,"2'-8"" Picket",,Point,45.4479,-5.6305,7.1187,45.4479,-5.6305,45.4479,-5.6305,45.4271,-5.6513,45.4687,-5.6096
695654,Supports,"2'-8"" Picket",,Point,45.4479,-5.3485,7.2935,45.4479,-5.3485,45.4479,-5.3485,45.4271,-5.3693,45.4687,-5.3276
695655,Supports,"2'-8"" Picket",,Point,45.4479,-5.0665,7.4684,45.4479,-5.0665,45.4479,-5.0665,45.4271,-5.0873,45.4687,-5.0456
695656,Supports,"2'-8"" Picket",,Point,45.4479,-4.7845,7.6433,45.4479,-4.7845,45.4479,-4.7845,45.4271,-4.8053,45.4687,-4.7636
695657,Supports,"2'-8"" Picket",,Point,45.4479,-4.5025,7.8182,45.4479,-4.5025,45.4479,-4.5025,45.4271,-4.5233,45.4687,-4.4816
695658,Supports,"2'-8"" Picket",,Point,45.4479,-4.2205,7.9931,45.4479,-4.2205,45.4479,-4.2205,45.4271,-4.2413,45.4687,-4.1996
695659,Supports,"2'-8"" Picket",,Point,45.4479,-3.9385,8.1679,45.4479,-3.9385,45.4479,-3.9385,45.4271,-3.9593,45.4687,-3.9176
695660,Supports,"2'-8"" Picket",,Point,45.4479,-3.6565,8.3428,45.4479,-3.6565,45.4479,-3.6565,45.4271,-3.6773,45.4687,-3.6356
695661,Supports,"2'-8"" Picket",,Point,45.4479,-3.3745,8.5177,45.4479,-3.3745,45.4479,-3.3745,45.4271,-3.3953,45.4687,-3.3536
695662,Supports,"2'-8"" Picket",,Point,45.4479,-3.0925,8.6926,45.4479,-3.0925,45.4479,-3.0925,45.4271,-3.1133,45.4687,-3.0716
695668,Supports,Metal - Circular,,Point,41.9479,-4.9241,9.6114,41.9479,-4.9241,41.9479,-4.9241,41.7604,-5.0491,41.9721,-4.1880
695669,Supports,Metal - Circular,,Point,41.7604,-1.8333,10.9167,41.7604,-1.8333,41.7604,-1.8333,41.0244,-2.0208,41.8854,-1.8092
697096,Walls,"Exterior - 14 5/8"" Rainscreen w Insultation on Metal Stud",,CurveMidpt,-49.6406,-8.6719,-3.4583,-49.6406,-8.6719,-49.6406,-8.6719,-50.2500,-26.4167,-49.0312,9.5000
697693,Walls,"Core - Concrete 12""",,CurveMidpt,-111.0000,31.2292,-5.9167,-111.0000,31.2292,-111.0000,31.2292,-111.5000,19.2083,-110.5000,43.2500
697710,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,CurveMidpt,-74.9375,42.2240,-5.9167,-74.9375,42.2240,-74.9375,42.2240,-100.1250,41.6979,-49.7500,42.7500
700016,Stairs,Stair,,BBoxCenter,45.9375,-11.7813,13.4583,45.9375,-11.7813,45.9375,-11.7813,41.7500,-19.6250,50.1250,-3.9375
700122,Runs,"1/4"" Tread 1"" Nosing 1/4"" Riser",,BBoxCenter,48.2708,-8.1162,13.4583,48.2708,-8.1162,48.2708,-8.1162,46.4375,-12.2950,50.1042,-3.9375
700124,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,50.1146,-8.1892,13.4583,50.1146,-8.1892,50.1146,-8.1892,50.1042,-12.4409,50.1250,-3.9375
700125,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,46.4271,-8.1892,13.4583,46.4271,-8.1892,46.4271,-8.1892,46.4167,-12.4409,46.4375,-3.9375
700193,Runs,"1/4"" Tread 1"" Nosing 1/4"" Riser",,BBoxCenter,43.6042,-7.5504,13.4583,43.6042,-7.5504,43.6042,-7.5504,41.7708,-11.2708,45.4375,-3.8300
700195,Landings,Non-Monolithic Landing,,BBoxCenter,45.9375,-15.3838,13.4583,45.9375,-15.3838,45.9375,-15.3838,41.7708,-19.6042,50.1042,-11.1634
700197,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,41.7604,-8.0777,13.5823,41.7604,-8.0777,41.7604,-8.0777,41.7500,-12.2179,41.7708,-3.9375
700198,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,45.4479,-8.0777,13.5823,45.4479,-8.0777,45.4479,-8.0777,45.4375,-12.2179,45.4583,-3.9375
700199,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,41.7604,-15.4479,13.4583,41.7604,-15.4479,41.7604,-15.4479,41.7500,-19.6250,41.7708,-11.2708
700200,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,45.9375,-19.6146,13.4583,45.9375,-19.6146,45.9375,-19.6146,41.7500,-19.6250,50.1250,-19.6042
700201,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,50.1146,-15.8911,13.4583,50.1146,-15.8911,50.1146,-15.8911,50.1042,-19.6250,50.1250,-12.1571
700202,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,46.4271,-12.6723,13.4583,46.4271,-12.6723,46.4271,-12.6723,46.4167,-13.1875,46.4375,-12.1571
700237,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,45.9375,-13.1771,13.4583,45.9375,-13.1771,45.9375,-13.1771,45.4375,-13.1875,46.4375,-13.1667
700446,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,45.4479,-12.2292,13.4583,45.4479,-12.2292,45.4479,-12.2292,45.4375,-13.1875,45.4583,-11.2708
700761,Railings,_IBC-Pipe-Plate Stringer (Extension None),,BBoxCenter,45.9375,-8.0885,15.4518,45.9375,-8.0885,45.9375,-8.0885,45.1979,-13.4271,46.6771,-2.7500
700765,Railings,Pipe-Wall Mount,,BBoxCenter,50.1146,-7.6042,13.5581,50.1146,-7.6042,50.1146,-7.6042,49.3785,-13.4375,50.8506,-1.7708
701089,Multistory Stairs,Multistory Stairs,,BBoxCenter,45.9375,-11.7813,13.7083,45.9375,-11.7813,45.9375,-11.7813,41.2500,-20.1250,50.6250,-3.4375
705683,Cameras,Camera - Exterior Street View (Real),,BBoxCenter,-26.1040,-63.9239,36.5045,-26.1040,-63.9239,-26.1040,-63.9239,-116.8507,-121.0847,64.6427,-6.7631
716293,Vertical Circulation,3500 lbs,,Point,-95.4583,29.6667,0.0000,-95.4583,29.6667,-95.4583,29.6667,-99.6250,26.2083,-91.2917,33.1250
724864,Vertical Circulation,3500 lbs,,Point,-1.0833,23.5000,0.0000,-1.0833,23.5000,-1.0833,23.5000,-5.2500,20.0417,3.0833,26.9583
724873,Specialty Equipment,"48"" x 84""",,Point,-1.0833,19.2917,8.0833,-1.0833,19.2917,-1.0833,19.2917,-5.0833,18.5183,2.9167,19.8750
734799,Walls,"Party - 6 1/8"" (2-hr)",,CurveMidpt,3.5833,35.1563,8.0833,3.5833,35.1563,3.5833,35.1563,3.0938,28.0885,4.0729,42.2240
735382,Walls,"Core - Concrete 10""",,CurveMidpt,-1.3568,19.2917,-3.4583,-1.3568,19.2917,-1.3568,19.2917,-6.2135,18.8750,3.5000,19.7083
735544,Walls,"Interior - 6 1/8"" Partition (2-hr)",,CurveMidpt,-90.3073,22.0833,-5.9167,-90.3073,22.0833,-90.3073,22.0833,-90.5625,19.0885,-90.0521,25.2083
736143,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,CurveMidpt,-57.1380,36.2240,-5.9167,-57.1380,36.2240,-57.1380,36.2240,-65.5521,35.6979,-49.2500,36.7500
737373,Walls,"Interior - 7 1/4"" Partition (1 hr)",,CurveMidpt,-65.2500,28.3073,-5.9167,-65.2500,28.3073,-65.2500,28.3073,-65.5521,20.3906,-64.9479,36.2240
738934,Walls,"Interior - 4 7/8"" Partition (1-hr)",,CurveMidpt,-80.3880,25.2448,-5.9167,-80.3880,25.2448,-80.3880,25.2448,-90.4583,25.0417,-70.1146,25.4479
739021,Walls,"Interior - 4 7/8"" Partition (1-hr)",,CurveMidpt,-70.3177,26.9948,-5.9167,-70.3177,26.9948,-70.3177,26.9948,-70.5208,25.2448,-70.1146,28.9479
739059,Walls,"Interior - 4 7/8"" Partition (1-hr)",,CurveMidpt,-67.7839,28.7448,-5.9167,-67.7839,28.7448,-67.7839,28.7448,-70.3177,28.5417,-65.2500,28.9479
746421,Stairs,Stair,,BBoxCenter,-15.0937,-4.6458,13.4583,-15.0937,-4.6458,-15.0937,-4.6458,-19.0937,-11.1042,-11.0937,1.8125
746486,Runs,"2 1/2"" Tread Square Nosing No Riser",,BBoxCenter,-12.9271,-2.5208,13.4583,-12.9271,-2.5208,-12.9271,-2.5208,-14.8437,-6.7708,-11.0104,1.7292
746553,Runs,"2 1/2"" Tread Square Nosing No Riser",,BBoxCenter,-17.2604,-1.7292,13.4583,-17.2604,-1.7292,-17.2604,-1.7292,-19.1771,-5.5208,-15.3437,2.0625
746555,Landings,Non-Monolithic Landing,,BBoxCenter,-15.0937,-8.2292,13.4583,-15.0937,-8.2292,-15.0937,-8.2292,-19.1771,-11.1875,-11.0104,-5.2708
748363,Walls,"Party - 6 1/8"" (2-hr)",,CurveMidpt,41.2500,25.6146,8.0833,41.2500,25.6146,41.2500,25.6146,40.7604,9.0052,41.7396,42.2240
748511,Walls,"Interior - 6 1/8"" Partition (2-hr)",,CurveMidpt,-22.2292,9.0052,8.0833,-22.2292,9.0052,-22.2292,9.0052,-39.8229,8.7500,-4.9896,9.2604
748731,Walls,"Interior - 6 1/8"" Partition (2-hr)",,CurveMidpt,21.8516,2.4948,8.0833,21.8516,2.4948,21.8516,2.4948,3.0938,2.2396,40.1198,2.7500
748796,Walls,"Interior - 6 1/8"" Partition (2-hr)",,CurveMidpt,-34.9453,2.4948,8.0833,-34.9453,2.4948,-34.9453,2.4948,-49.6406,2.2396,-19.7604,2.7500
